"","diff","alpha","beta","gamma","confess"
"224",-1.66066066066066,0.303803803803804,0.595795795795796,0.233133133133133,0.135135135135135
"225",-1.65465465465465,0.361061061061061,0.252852852852853,0.5994994994995,0.146846846846847
"226",-1.64864864864865,0.386686686686687,0.108108108108108,0.348748748748749,0.0298798798798799
"227",-1.64264264264264,0.496796796796797,0.596996996996997,0.161561561561562,0.0403903903903904
"228",-1.63663663663664,0.483183183183183,0.326726726726727,0.263163163163163,0.0629129129129129
"229",-1.63063063063063,0.471171171171171,0.376576576576577,0.515915915915916,0.134084084084084
"230",-1.62462462462462,0.420720720720721,0.521921921921922,0.255155155155155,0.0803303303303303
"231",-1.61861861861862,0.340640640640641,0.162162162162162,0.596996996996997,0.00945945945945946
"232",-1.61261261261261,0.33983983983984,0.249249249249249,0.468868868868869,0.147147147147147
"233",-1.60660660660661,0.198098098098098,0.0492492492492492,0.307707707707708,0.137387387387387
"234",-1.6006006006006,0.15965965965966,0.397597597597598,0.183583583583584,0.0348348348348348
"235",-1.59459459459459,0.356656656656657,0.427627627627628,0.405805805805806,0.0626126126126126
"236",-1.58858858858859,0.279379379379379,0.292492492492492,0.239139139139139,0.103453453453453
"237",-1.58258258258258,0.334634634634635,0.0960960960960961,0.570470470470471,0.116966966966967
"238",-1.57657657657658,0.304204204204204,0.0132132132132132,0.557457457457457,0.108258258258258
"239",-1.57057057057057,0.168068068068068,0.523723723723724,0.458358358358358,0.0445945945945946
"240",-1.56456456456456,0.415115115115115,0.517117117117117,0.253653653653654,0.0693693693693694
"241",-1.55855855855856,0.192892892892893,0.296096096096096,0.176576576576577,0.0247747747747748
"242",-1.55255255255255,0.48998998998999,0.242642642642643,0.128528528528529,0.0557057057057057
"243",-1.54654654654655,0.425525525525526,0.0936936936936937,0.115015015015015,0.137237237237237
"244",-1.54054054054054,0.122822822822823,0.206606606606607,0.287187187187187,0.0435435435435435
"245",-1.53453453453453,0.301401401401401,0.0402402402402402,0.117017017017017,0.130630630630631
"246",-1.52852852852853,0.132832832832833,0.0624624624624625,0.33973973973974,0.0741741741741742
"247",-1.52252252252252,0.196496496496497,0.491891891891892,0.207607607607608,0.0475975975975976
"248",-1.51651651651652,0.485585585585586,0.542942942942943,0.370770770770771,0.118468468468468
"249",-1.51051051051051,0.165665665665666,0.405405405405405,0.54994994994995,0.0521021021021021
"250",-1.5045045045045,0.451951951951952,0.187387387387387,0.218618618618619,0.0684684684684685
"251",-1.4984984984985,0.136836836836837,0.446846846846847,0.460860860860861,0.0503003003003003
"252",-1.49249249249249,0.315415415415415,0.372972972972973,0.490890890890891,0.012012012012012
"253",-1.48648648648649,0.397497497497498,0.207807807807808,0.213113113113113,0.0603603603603604
"254",-1.48048048048048,0.198898898898899,0.0894894894894895,0.147047047047047,0.0376876876876877
"255",-1.47447447447447,0.268168168168168,0.224624624624625,0.228128128128128,0.0594594594594595
"256",-1.46846846846847,0.232132132132132,0.0348348348348348,0.3002002002002,0.036036036036036
"257",-1.46246246246246,0.202502502502503,0.105705705705706,0.566466466466466,0.0630630630630631
"258",-1.45645645645646,0.368668668668669,0.494294294294294,0.393293293293293,0.0606606606606607
"259",-1.45045045045045,0.444344344344344,0.0972972972972973,0.436336336336336,0.0310810810810811
"260",-1.44444444444444,0.157657657657658,0.13033033033033,0.535435435435435,0.0427927927927928
"261",-1.43843843843844,0.13003003003003,0.394594594594595,0.186586586586587,0.0357357357357357
"262",-1.43243243243243,0.452352352352352,0.18978978978979,0.168568568568569,0.051051051051051
"263",-1.42642642642643,0.116416416416416,0.18018018018018,0.323223223223223,0.00885885885885886
"264",-1.42042042042042,0.111611611611612,0.00900900900900901,0.127527527527528,0.0394894894894895
"265",-1.41441441441441,0.437937937937938,0.0054054054054054,0.243643643643644,0.0193693693693694
"266",-1.40840840840841,0.302202202202202,0.240840840840841,0.49039039039039,0.0975975975975976
"267",-1.4024024024024,0.477977977977978,0.0984984984984985,0.412312312312312,0.141591591591592
"268",-1.3963963963964,0.18048048048048,0.162762762762763,0.357757757757758,0.00465465465465465
"269",-1.39039039039039,0.403103103103103,0.279279279279279,0.581481481481481,0.101501501501502
"270",-1.38438438438438,0.244944944944945,0.167567567567568,0.139039039039039,0.0611111111111111
"271",-1.37837837837838,0.248548548548549,0.168768768768769,0.547947947947948,0.00780780780780781
"272",-1.37237237237237,0.166066066066066,0.501501501501502,0.524424424424424,0.095045045045045
"273",-1.36636636636637,0.317417417417417,0.566966966966967,0.576976976976977,0.0387387387387387
"274",-1.36036036036036,0.104804804804805,0.399399399399399,0.495395395395395,0.138738738738739
"275",-1.35435435435435,0.281381381381381,0.0852852852852853,0.571471471471471,0.0375375375375375
"276",-1.34834834834835,0.332232232232232,0.4,0.237137137137137,0.142942942942943
"277",-1.34234234234234,0.428728728728729,0.163363363363363,0.21011011011011,0.0677177177177177
"278",-1.33633633633634,0.322222222222222,0.133933933933934,0.343743743743744,0.0367867867867868
"279",-1.33033033033033,0.216916916916917,0.175975975975976,0.377777777777778,0.117867867867868
"280",-1.32432432432432,0.192492492492493,0.373573573573574,0.185085085085085,0.143093093093093
"281",-1.31831831831832,0.273373373373373,0.421621621621622,0.6,0.00285285285285285
"282",-1.31231231231231,0.151251251251251,0.157357357357357,0.551951951951952,0.00675675675675676
"283",-1.30630630630631,0.290590590590591,0.230630630630631,0.272172172172172,0.0602102102102102
"284",-1.3003003003003,0.123623623623624,0.122522522522523,0.236636636636637,0.0448948948948949
"285",-1.29429429429429,0.168468468468468,0.5003003003003,0.191091091091091,0.0321321321321321
"286",-1.28828828828829,0.272572572572573,0.178378378378378,0.421821821821822,0.0015015015015015
"287",-1.28228228228228,0.442342342342342,0.466066066066066,0.205105105105105,0.127627627627628
"288",-1.27627627627628,0.491991991991992,0.178978978978979,0.5004004004004,0.0126126126126126
"289",-1.27027027027027,0.284584584584585,0.276876876876877,0.597997997997998,0.119069069069069
"290",-1.26426426426426,0.375075075075075,0.217417417417417,0.243143143143143,0.0462462462462462
"291",-1.25825825825826,0.280580580580581,0.0762762762762763,0.518418418418418,0.0582582582582583
"292",-1.25225225225225,0.191691691691692,0.185585585585586,0.302202202202202,0.0923423423423423
"293",-1.24624624624625,0.120820820820821,0.512912912912913,0.443843843843844,0.112612612612613
"294",-1.24024024024024,0.305805805805806,0.216216216216216,0.453853853853854,0.0154654654654655
"295",-1.23423423423423,0.230530530530531,0.233633633633634,0.112012012012012,0.0418918918918919
"296",-1.22822822822823,0.43033033033033,0.145945945945946,0.468368368368368,0.0717717717717718
"297",-1.22222222222222,0.198498498498498,0.473873873873874,0.209109109109109,0.0765765765765766
"298",-1.21621621621622,0.3002002002002,0.211411411411411,0.35025025025025,0.108858858858859
"299",-1.21021021021021,0.234934934934935,0.33033033033033,0.37027027027027,0.0612612612612613
"300",-1.2042042042042,0.31021021021021,0.158558558558559,0.563963963963964,0.144444444444444
"301",-1.1981981981982,0.422722722722723,0.423423423423423,0.242642642642643,0.0705705705705706
"302",-1.19219219219219,0.305005005005005,0.472072072072072,0.291691691691692,0.0747747747747748
"303",-1.18618618618619,0.342642642642643,0.382582582582583,0.205605605605606,0.0369369369369369
"304",-1.18018018018018,0.122022022022022,0.0996996996996997,0.42032032032032,0.0708708708708709
"305",-1.17417417417417,0.111211211211211,0.364564564564565,0.469369369369369,0.00690690690690691
"306",-1.16816816816817,0.366266266266266,0.393993993993994,0.3997997997998,0.0737237237237237
"307",-1.16216216216216,0.20970970970971,0.424624624624625,0.257157157157157,0.117717717717718
"308",-1.15615615615616,0.17007007007007,0.284684684684685,0.271171171171171,0.0303303303303303
"309",-1.15015015015015,0.339039039039039,0.0954954954954955,0.597497497497497,0.109009009009009
"310",-1.14414414414414,0.447947947947948,0.0642642642642643,0.246146146146146,0.0783783783783784
"311",-1.13813813813814,0.45035035035035,0.212612612612613,0.554454454454454,0.0671171171171171
"312",-1.13213213213213,0.186086086086086,0.383783783783784,0.295695695695696,0.0959459459459459
